chrom	start	end	gene1	gene2	gene1_strand	gene2_strand	inter_tss_distance	pair_type	orig_start	orig_end	cpg_overlap_fraction	cpg_obs_exp	cpg_gc_pct
chr21	37072560	37074197	PIGP	TTC3	-	+	55	divergent_classic	37073170	37073225	1.0	64.5	162.0
chr21	42879001	42879698	WDR4	NDUFV3	-	+	75	divergent_classic	42879568	42879643	1.0	69.4	78.0
chr21	46285713	46286697	MCM3AP	YBEY	-	+	44	divergent_classic	46286297	46286341	1.0	70.4	115.0
chr22	17628366	17628906	ATP6V1E1	BCL2L13	-	+	105	divergent_classic	17628749	17628854	1.0	61.9	40.0
chr22	19941370	19941945	COMT	TXNRD2	+	-	450	divergent_overlapping	19941370	19941820	0.6469565217391304	57.8	37.0
chr22	20115937	20118206	RANBP1	TRMT2A	+	-	1455	divergent_overlapping	20115937	20117392	0.7183781401498458	64.25	80.0
chr22	20495072	20496117	KLHL22	MED15	-	+	68	divergent_classic	20495844	20495912	1.0	63.5	109.0
chr22	20858422	20859417	SNAP29	PI4KA	+	-	411	divergent_overlapping	20859006	20859417	0.9889447236180905	66.7	106.0
chr22	24554830	24556106	GUCD1	SNRPD3	-	+	22	divergent_classic	24555935	24555957	1.0	66.7	108.0
chr22	26483492	26484068	SRRD	HPS4	+	-	55	divergent_overlapping	26483876	26483931	1.0	73.4	72.0
chr22	29766847	29767368	ZMAT5	UQCR10	-	+	357	divergent_classic	29767011	29767368	0.5182341650671785	55.2	22.0
chr22	30968578	30969589	MORC2	TUG1	-	+	470	divergent_classic	30968774	30969244	1.0	63.3	100.0
chr22	37848867	37849674	EIF3L	ANKRD54	+	-	460	divergent_overlapping	37848867	37849327	0.42131350681536556	67.9	35.0
chr22	40856142	40857236	ST13	XPNPEP3	-	+	437	divergent_classic	40856639	40857076	1.0	64.0	88.0
chr22	41446253	41447915	TOB2	ACO2	-	+	1028	divergent_classic	41446801	41447829	1.0	69.7	177.0
chr22	41620771	41621780	DESI1	XRCC6	-	+	119	divergent_classic	41621043	41621162	1.0	61.3	92.0
chr22	49918120	49918651	CRELD2	ALG12	+	-	272	divergent_overlapping	49918166	49918438	1.0	60.6	54.0
chr22	50507430	50508581	LMF2	NCAPH2	-	+	521	divergent_classic	50507702	50508223	0.7002606429192006	70.3	42.5
chr3	9792308	9793301	ARPC4	TADA3	+	-	517	divergent_overlapping	9792494	9793011	1.0	66.8	86.0
chr3	14124217	14125499	CHCHD4	TMEM43	-	+	144	divergent_classic	14124870	14125014	1.0	63.3	120.0
chr3	14178215	14178908	XPC	LSM3	-	+	195	divergent_classic	14178621	14178816	1.0	63.1	75.0
chr3	15601263	15602074	BTD	HACL1	+	-	512	divergent_overlapping	15601340	15601852	1.0	60.9	70.0
chr3	16264629	16265479	DPH3	OXNAD1	-	+	190	divergent_classic	16264969	16265159	1.0	61.1	69.0
chr3	23945160	23946591	NR1D2	NKIRAS1	+	-	1306	divergent_overlapping	23945285	23946591	0.9573724668064291	68.6	165.0
chr3	36992737	36993865	EPM2AIP1	MLH1	-	+	94	divergent_classic	36993131	36993225	1.0	60.3	93.0
chr3	42600352	42601113	NKTR	SEC22C	+	-	426	divergent_overlapping	42600654	42601080	1.0	64.0	77.0
chr3	43690107	43691643	ABHD5	ANO10	+	-	1487	divergent_overlapping	43690107	43691594	0.740234375	67.8	132.0
chr3	44975240	44976644	EXOSC7	ZDHHC3	+	-	945	divergent_overlapping	44975240	44976185	0.4458689458689459	67.7	74.0
chr3	47282257	47283451	KLHL18	KIF9	+	-	535	divergent_overlapping	47282916	47283451	0.7546063651591289	64.9	96.0
chr3	48440004	48440756	TMA7	CCDC51	+	-	200	divergent_overlapping	48440256	48440456	1.0	63.6	61.0
chr3	49020458	49022553	NDUFAF3	DALRD3	+	-	1835	divergent_overlapping	49020458	49022293	0.7928400954653938	69.8	174.0
chr3	49411428	49412998	TCTA	RHOA	+	-	787	divergent_overlapping	49412211	49412998	0.7031847133757961	63.9	120.0
chr3	49689501	49689907	MST1	RNF123	-	+	36	divergent_classic	49689501	49689537	0.8990147783251231	69.9	35.0
chr3	50350528	50351250	NPRL2	CYB561D2	-	+	18	divergent_classic	50350826	50350844	1.0	64.8	64.0
chr3	51941596	51942489	RRP9	PARP3	-	+	440	divergent_classic	51941904	51942344	1.0	68.4	80.0
chr3	51983040	51983576	ACY1	ABHD14B	+	-	70	divergent_overlapping	51983339	51983409	1.0	72.9	61.0
chr3	52704954	52706410	SPCS1	GLT8D1	+	-	1078	divergent_overlapping	52704954	52706032	0.6105769230769231	66.5	100.0
chr3	63863154	63864681	ATXN7	THOC7	+	-	714	divergent_overlapping	63863154	63863868	0.8585461689587426	71.0	152.0
chr3	88149364	88150363	CGGBP1	C3orf38	-	+	73	divergent_classic	88149885	88149958	1.0	59.2	70.0
chr3	94062804	94063389	NSUN3	DHFR2	+	-	410	divergent_overlapping	94062979	94063389	0.7863247863247863	55.9	36.0
chr3	112561175	112562103	SLC35A5	ATG3	+	-	338	divergent_overlapping	112561708	112562046	1.0	60.9	77.0
chr3	113745590	113746769	NAA50	ATP6V1A	-	+	469	divergent_classic	113746300	113746769	0.6123833757421544	70.1	79.0
chr3	119468830	119469461	TMEM39A	POGLUT1	-	+	132	divergent_classic	119468830	119468962	0.8890649762282092	69.3	53.0
chr3	122793638	122795630	HSPBAP1	SLC49A4	-	+	1237	divergent_classic	122793831	122795068	0.5341365461847389	61.650000000000006	46.5
chr3	127598141	127598688	TPRA1	MCM2	-	+	142	divergent_classic	127598267	127598409	1.0	70.7	61.0
chr3	128051640	128052781	SEC61A1	MGLL	+	-	550	divergent_overlapping	128051640	128052190	0.7738825591586328	61.0	82.0
chr3	134485678	134486716	CEP63	ANAPC13	+	-	1018	divergent_overlapping	134485698	134486716	0.8853564547206165	66.8	88.0
chr3	150602874	150604004	SELENOT	SERP1	+	-	354	divergent_overlapping	150602874	150603228	0.6982300884955752	64.0	71.0
chr3	161104695	161105472	NMD3	B3GALNT1	+	-	716	divergent_overlapping	161104695	161105411	0.9858429858429858	68.5	85.0
chr3	167734588	167735242	PDCD10	SERPINI1	-	+	303	divergent_classic	167734939	167735242	0.6941896024464832	63.2	37.0
chr3	179604558	179605000	MRPL47	NDUFB5	-	+	40	divergent_classic	179604649	179604689	1.0	59.3	34.0
chr3	196568470	196569419	FBXO45	WDR53	+	-	64	divergent_overlapping	196568610	196568674	1.0	73.8	120.0
chr3	196941824	196943183	NCBP2	NCBP2AS2	-	+	79	divergent_classic	196942594	196942673	1.0	65.9	130.0
chr3	197960048	197960463	IQCG	LMLN	-	+	57	divergent_classic	197960142	197960199	1.0	70.1	51.0
chr4	499050	499590	ZNF721	PIGG	-	+	53	divergent_classic	499156	499209	1.0	68.5	69.0
chr4	673484	674937	MYL5	ATP5ME	+	-	751	divergent_overlapping	673579	674330	1.0	60.6	123.0
chr4	931792	932700	GAK	TMEM175	-	+	13	divergent_classic	932373	932386	1.0	64.8	101.0
chr4	1711540	1713253	SLBP	TACC3	-	+	513	divergent_classic	1712344	1712857	1.0	64.7	188.0
chr4	15681354	15681978	FAM200B	FBXL5	+	-	18	divergent_overlapping	15681661	15681679	1.0	64.3	51.0
chr4	25861829	25863760	SMIM20	SEL1L3	+	-	1931	divergent_overlapping	25861829	25863760	0.7239772138788193	67.44999999999999	73.5
chr4	39458467	39459191	RPL9	LIAS	-	+	72	divergent_classic	39458931	39459003	1.0	60.1	56.0
chr4	56435174	56436504	PPAT	PAICS	-	+	125	divergent_classic	56435615	56435740	1.0	66.7	128.0
chr4	56976468	56977727	NOA1	POLR2B	-	+	115	divergent_classic	56977606	56977721	1.0	62.8	109.0
chr4	75513945	75514793	THAP6	RCHY1	+	-	819	divergent_overlapping	75513945	75514764	0.6698113207547169	66.0	56.0
chr4	75724354	75725273	USO1	G3BP2	+	-	13	divergent_overlapping	75724576	75724589	1.0	62.6	72.0
chr4	82428900	82431306	HNRNPDL	ENOPH1	-	+	127	divergent_classic	82430462	82430589	1.0	66.6	245.0
chr4	82900535	82901166	THAP9	SEC31A	+	-	483	divergent_overlapping	82900683	82901166	0.5974643423137876	62.9	34.0
chr4	83455513	83456084	HELQ	MRPS18C	-	+	76	divergent_classic	83455855	83455931	1.0	59.4	45.0
chr4	89110753	89111854	FAM13A	TIGD2	-	+	134	divergent_classic	89111398	89111532	1.0	70.6	126.0
chr4	127964849	127966034	ABHD18	MFSD8	+	-	720	divergent_overlapping	127965314	127966034	0.8160337552742616	66.0	91.0
chr4	129093194	129093744	C4orf33	SCLT1	+	-	284	divergent_overlapping	129093316	129093600	1.0	65.8	56.0
chr4	139301272	139302551	NAA15	NDUFC1	+	-	1106	divergent_overlapping	139301445	139302551	0.7107114933541829	65.5	84.0
chr4	145098011	145098674	ABCE1	ANAPC10	+	-	254	divergent_overlapping	145098287	145098541	1.0	60.8	59.0
chr4	165207233	165208549	KLHL2	TMEM192	+	-	989	divergent_overlapping	165207560	165208549	0.6610942249240122	68.4	126.0
chr4	174283414	174284244	FBXO8	CEP44	-	+	62	divergent_classic	174283667	174283729	1.0	56.4	56.0
chr4	183658768	183659491	RWDD4	TRAPPC11	-	+	63	divergent_classic	183659203	183659266	1.0	74.3	85.0
chr4	184648807	184650062	PRIMPOL	CASP3	+	-	396	divergent_overlapping	184649666	184650062	0.8119521912350598	71.7	110.0
chr5	217921	219013	CCDC127	SDHA	-	+	149	divergent_classic	218153	218302	1.0	74.9	131.0
chr5	1799347	1801791	MRPL36	NDUFS6	-	+	40	divergent_classic	1801366	1801406	1.0	57.7	185.0
chr5	10249648	10250888	ATPSCKMT	CCT5	-	+	31	divergent_classic	10249897	10249928	1.0	60.2	103.0
chr5	31532003	31532430	DROSHA	C5orf22	-	+	90	divergent_classic	31532196	31532286	1.0	63.0	42.0
chr5	36151395	36152277	LMBRD2	SKP2	-	+	101	divergent_classic	36151887	36151988	1.0	64.4	85.0
chr5	55307381	55308076	DHX29	MTREX	-	+	294	divergent_classic	55307694	55307988	1.0	60.6	60.0
chr5	62403523	62404050	DIMT1	IPO11	-	+	28	divergent_classic	62403943	62403971	1.0	70.6	57.0
chr5	69369260	69370039	RAD17	AK6	+	-	721	divergent_overlapping	69369292	69370013	1.0	67.8	76.0
chr5	73565134	73565785	UTP15	ANKRA2	+	-	225	divergent_overlapping	73565442	73565667	1.0	59.6	56.0
chr5	74639900	74641726	HEXB	ENC1	+	-	1402	divergent_overlapping	74640022	74641424	1.0	63.6	160.0
chr5	74766741	74767400	NSA2	GFM2	+	-	157	divergent_overlapping	74766990	74767147	1.0	59.9	56.0
chr5	75510756	75512149	POLK	CERT1	+	-	294	divergent_overlapping	75511844	75512138	1.0	57.7	107.0
chr5	80654184	80655054	MSH3	DHFR	+	-	332	divergent_overlapping	80654651	80654983	1.0	68.2	83.0
chr5	83077283	83077863	XRCC4	TMEM167A	+	-	366	divergent_overlapping	83077497	83077863	0.4224137931034483	64.5	23.0
chr5	95554703	95555465	SKIC3	ARSK	-	+	50	divergent_classic	95555050	95555100	1.0	60.8	61.0
chr5	115841537	115842559	AP3S1	ATG12	+	-	246	divergent_overlapping	115841591	115841837	1.0	69.3	117.0
chr5	134648481	134649304	SEC24A	SAR1B	+	-	487	divergent_overlapping	134648784	134649271	1.0	67.8	77.0
chr5	140647057	140647919	IK	NDUFA2	+	-	714	divergent_overlapping	140647057	140647771	0.7865429234338747	60.5	59.0
chr5	140691219	140691743	HARS2	HARS1	+	-	108	divergent_overlapping	140691429	140691537	1.0	65.5	45.0
chr5	149550686	149551946	CSNK1A1	ARHGEF37	-	+	475	divergent_classic	149551471	149551946	0.7896825396825397	64.5	93.0
chr5	150000045	150001239	HMGXB3	TIGD6	+	-	609	divergent_overlapping	150000045	150000654	0.7018425460636516	71.7	99.0
chr5	151770453	151772532	G3BP1	ATOX1	+	-	1488	divergent_overlapping	151771044	151772532	0.9966329966329966	62.4	183.0
chr5	154038623	154039109	FAM114A2	MFAP3	-	+	22	divergent_classic	154038936	154038958	1.0	64.2	50.0
chr5	154857448	154859252	CNOT8	FAXDC2	+	-	1700	divergent_overlapping	154857552	154859252	0.7505543237250555	62.9	124.0
chr5	160421711	160422106	SLU7	PTTG1	-	+	143	divergent_classic	160421711	160421854	0.8455696202531645	56.6	29.0
chr5	176388287	176389447	HIGD2A	NOP16	+	-	177	divergent_overlapping	176388750	176388927	1.0	58.1	84.0
chr5	177022498	177023114	UIMC1	ZNF346	-	+	62	divergent_classic	177022633	177022695	1.0	69.5	66.0
chr5	177303030	177304129	RAB24	PRELID1	-	+	54	divergent_classic	177303744	177303798	1.0	69.7	126.0
chr5	179805532	179807595	SQSTM1	MGAT4B	+	-	555	divergent_overlapping	179806397	179806952	1.0	61.4	185.0
chr6	5260497	5261702	LYRM4	FARS2	-	+	93	divergent_classic	5260950	5261043	1.0	60.6	105.0
chr6	18154964	18156123	TPMT	KDM1B	-	+	251	divergent_classic	18155077	18155328	1.0	59.3	96.0
chr6	24666310	24667167	TDP2	ACOT13	-	+	104	divergent_classic	24666930	24667034	1.0	64.3	76.0
chr6	30717059	30717726	TUBB	MDC1	+	-	13	divergent_overlapping	30717434	30717447	1.0	60.0	52.0
chr6	31665038	31666316	CSNK2B	GPANK1	+	-	1057	divergent_overlapping	31665226	31666283	1.0	61.5	93.0
chr6	33288762	33289301	WDR46	PFDN6	-	+	54	divergent_classic	33289247	33289301	0.8051948051948052	60.1	32.0
chr6	34889049	34889887	TAF11	ANKS1A	-	+	62	divergent_classic	34889192	34889254	1.0	62.3	61.0
chr6	41786142	41787838	FRS3	TOMM6	-	+	1119	divergent_classic	41786542	41787661	1.0	63.4	121.0
chr6	41921130	41921825	MED20	BYSL	-	+	359	divergent_classic	41921139	41921498	1.0	62.3	61.0
chr6	42050357	42050866	CCND3	TAF8	-	+	155	divergent_classic	42050357	42050512	0.9135559921414538	65.8	47.0
chr6	43575387	43576339	XPO5	POLH	-	+	146	divergent_classic	43576038	43576184	1.0	60.3	82.0
chr6	43629053	43629953	GTPBP2	MAD2L1BP	-	+	275	divergent_classic	43629264	43629539	1.0	58.8	68.0
chr6	44126913	44128397	TMEM63B	MRPL14	+	-	539	divergent_overlapping	44126913	44127452	0.9609164420485176	66.1	137.0
chr6	49463221	49463423	MMUT	CENPQ	-	+	116	divergent_classic	49463253	49463369	1.0	60.4	20.0
chr6	109094357	109095544	SESN1	CEP57L1	-	+	263	divergent_classic	109094846	109095109	1.0	65.6	111.0
chr6	109690386	109691566	FIG4	AK9	+	-	609	divergent_overlapping	109690608	109691217	0.5245762711864407	69.1	25.5
chr6	110178822	110180618	WASF1	CDC40	-	+	136	divergent_classic	110180004	110180140	0.6419821826280624	65.44999999999999	61.0
chr6	112087203	112087707	TUBE1	FAM229B	-	+	61	divergent_classic	112087529	112087590	1.0	63.3	49.0
chr6	116253743	116254204	TSPYL4	DSE	-	+	97	divergent_classic	116254075	116254172	1.0	63.8	41.0
chr6	149749377	149750149	PCMT1	NUP43	+	-	222	divergent_overlapping	149749443	149749665	1.0	60.2	74.0
chr6	151451908	151452935	RMND1	ARMT1	-	+	99	divergent_classic	151452158	151452257	1.0	62.4	96.0
chr6	159788909	159790983	TCP1	MRPL18	-	+	108	divergent_classic	159789703	159789811	1.0	59.5	171.0
chr6	170553036	170554735	PSMB1	TBP	-	+	994	divergent_classic	170553307	170554301	0.45968216597998823	62.6	33.5
chr7	726448	727650	DNAAF5	PRKAR1B	+	-	952	divergent_overlapping	726698	727650	0.9184692179700499	74.5	136.0
chr7	2241727	2242470	MRM2	NUDT1	-	+	20	divergent_classic	2242205	2242225	1.0	73.8	78.0
chr7	2353993	2355539	EIF3B	SNX8	+	-	233	divergent_overlapping	2354085	2354318	1.0	61.8	152.0
chr7	6008765	6009624	PMS2	AIMP2	-	+	124	divergent_classic	6009130	6009254	1.0	67.2	82.0
chr7	16644614	16646739	ANKMY2	BZW2	-	+	313	divergent_classic	16645817	16646130	1.0	59.8	151.0
chr7	26199798	26202442	CBX3	HNRNPA2B1	+	-	368	divergent_overlapping	26201161	26201529	1.0	65.4	263.0
chr7	32495283	32495928	LSM5	AVL9	-	+	142	divergent_classic	32495283	32495425	0.6992248062015504	71.8	49.0
chr7	42932035	42932700	PSMA2	MRPL32	-	+	190	divergent_classic	42932185	42932375	1.0	59.1	50.0
chr7	43926207	43926801	URGCP	UBE2D4	-	+	24	divergent_classic	43926411	43926435	1.0	72.2	74.0
chr7	56051352	56052270	PSPH	CCT6A	-	+	80	divergent_classic	56051604	56051684	1.0	70.2	105.0
chr7	66995125	66995816	TYW1	SBDS	+	-	521	divergent_overlapping	66995172	66995693	1.0	61.9	63.0
chr7	73682796	73683850	DNAJC30	BUD23	-	+	143	divergent_classic	73683453	73683596	1.0	61.5	105.0
chr7	76047723	76048449	STYXL1	MDH2	-	+	46	divergent_classic	76048004	76048050	1.0	70.5	59.0
chr7	77798014	77799533	TMEM60	PHTF2	-	+	338	divergent_classic	77798434	77798772	1.0	65.3	139.0
chr7	92245467	92246537	ANKIB1	KRIT1	+	-	193	divergent_overlapping	92245973	92246166	1.0	61.6	82.0
chr7	92528173	92529091	PEX1	RBM48	-	+	252	divergent_classic	92528520	92528772	1.0	63.5	90.0
chr7	98251820	98252594	TECPR1	BRI3	-	+	146	divergent_classic	98252232	98252378	1.0	71.6	81.0
chr7	99408161	99409236	PDAP1	BUD31	-	+	43	divergent_classic	99408597	99408640	1.0	61.8	84.0
chr7	99504531	99505345	ZKSCAN5	ZNF394	+	-	196	divergent_overlapping	99504661	99504857	1.0	63.5	62.0
chr7	99558248	99559346	ZNF655	FAM200A	+	-	131	divergent_overlapping	99558405	99558536	1.0	65.8	90.0
chr7	100100550	100102023	AP4M1	MCM7	+	-	392	divergent_overlapping	100101548	100101940	1.0	68.9	148.0
chr7	100428181	100430379	MEPCE	ZCWPW1	+	-	671	divergent_overlapping	100428321	100428992	1.0	64.7	199.0
chr7	101217016	101218420	ZNHIT1	PLOD3	+	-	256	divergent_overlapping	101218164	101218420	0.5213675213675214	62.7	63.0
chr7	102464676	102465335	ALKBH4	LRWD1	-	+	92	divergent_classic	102464863	102464955	1.0	73.1	83.0
chr7	108569340	108570462	THAP5	DNAJB9	-	+	116	divergent_classic	108569750	108569866	1.0	65.7	99.0
chr7	150799721	150801360	TMEM176A	TMEM176B	+	-	958	divergent_overlapping	150800402	150801360	0.8523489932885906	70.8	124.0
chr7	151057209	151058339	SLC4A2	CDK5	+	-	688	divergent_overlapping	151057209	151057897	0.44601769911504424	65.5	49.0
chr7	151080520	151087953	TMUB1	AGAP3	-	+	2337	divergent_classic	151083493	151085830	0.704426207453249	68.2	221.5
chr8	17246555	17247354	CNOT7	VPS37A	-	+	52	divergent_classic	17246878	17246930	1.0	65.1	73.0
chr8	27310688	27311565	TRIM35	PTK2B	-	+	209	divergent_classic	27311272	27311481	1.0	70.5	89.0
chr8	30727273	30729130	GSR	UBXN8	-	+	1284	divergent_classic	30727846	30729130	0.46365105008077545	69.0	88.0
chr8	38175890	38177125	BAG4	LSM1	+	-	198	divergent_overlapping	38176532	38176730	1.0	64.4	102.0
chr8	38996181	38997597	ADAM9	TM2D2	+	-	71	divergent_overlapping	38996753	38996824	1.0	63.8	135.0
chr8	42541092	42542052	SMIM19	SLC20A2	+	-	772	divergent_overlapping	42541154	42541926	1.0	65.0	117.0
chr8	42896069	42897989	HOOK3	RNF170	+	-	345	divergent_overlapping	42896945	42897290	1.0	67.9	235.0
chr8	47959898	47960278	PRKDC	MCM4	-	+	6	divergent_classic	47960178	47960184	1.0	63.2	36.0
chr8	55772933	55773648	TMEM68	TGS1	-	+	38	divergent_classic	55773407	55773445	1.0	69.2	77.0
chr8	73293988	73295944	RDH10	RPL7	+	-	1188	divergent_overlapping	73294601	73295789	1.0	67.0	205.0
chr8	73971999	73972436	ELOC	TMEM70	-	+	129	divergent_classic	73972307	73972436	0.8421052631578947	66.3	37.0
chr8	86514331	86515044	RMDN1	CPNE3	-	+	77	divergent_classic	86514357	86514434	1.0	67.6	63.0
chr8	90000913	90003228	DECR1	NBN	+	-	1824	divergent_overlapping	90001404	90003228	0.48596112311015116	63.5	89.0
chr8	103414666	103415595	DCAF13	SLC25A32	+	-	476	divergent_overlapping	103414713	103415189	1.0	63.8	98.0
chr8	108443371	108444034	EIF3E	EMC2	-	+	104	divergent_classic	108443496	108443600	1.0	65.3	58.0
chr8	116766248	116766925	UTP23	EIF3H	+	-	421	divergent_overlapping	116766504	116766925	0.9734121122599705	62.1	57.0
chr8	123041817	123042493	TBC1D31	DERL1	+	-	335	divergent_overlapping	123041967	123042302	1.0	66.4	78.0
chr8	124538970	124539458	NDUFB9	TATDN1	+	-	358	divergent_overlapping	124539100	124539458	0.6352459016393442	64.5	34.0
chr8	125091518	125091880	NSMCE2	WASHC5	+	-	141	divergent_overlapping	125091678	125091819	1.0	71.0	39.0
chr8	144103564	144110564	MAF1	SHARPIN	+	-	3664	divergent_overlapping	144104460	144108124	0.5764285714285714	68.85	201.5
chr9	26946849	26947580	IFT74	PLAA	+	-	204	divergent_overlapping	26947038	26947242	1.0	67.6	72.0
chr9	32550561	32552586	SMIM27	TOPORS	+	-	1443	divergent_overlapping	32551143	32552586	0.974320987654321	57.8	146.0
chr9	33025084	33025799	APTX	DNAJA1	-	+	142	divergent_classic	33025130	33025272	1.0	71.6	79.0
chr9	33263783	33265120	BAG1	CHMP5	-	+	158	divergent_classic	33264720	33264878	1.0	60.9	112.0
chr9	34637203	34638132	SIGMAR1	GALT	-	+	288	divergent_classic	34637844	34638132	0.8073196986006459	65.2	70.0
chr9	35731813	35732760	TLN1	CREB3	-	+	402	divergent_classic	35732195	35732597	1.0	70.3	89.0
chr9	35748656	35749286	GBA2	RGP1	-	+	58	divergent_classic	35749228	35749286	0.9904761904761905	71.0	63.0
chr9	35814450	35815354	TMEM8B	HINT2	+	-	904	divergent_overlapping	35814450	35815354	0.5199115044247787	74.7	54.0
chr9	71910595	71911763	ABHD17B	C9orf85	-	+	316	divergent_classic	71911193	71911509	0.5573630136986302	67.95	37.0
chr9	75087969	75088903	NMRK1	OSTF1	-	+	296	divergent_classic	75088217	75088513	1.0	63.2	94.0
chr9	83979411	83981227	HNRNPK	RMI1	-	+	166	divergent_classic	83980631	83980797	1.0	66.2	177.0
chr9	93451058	93453581	FAM120A	FAM120AOS	+	-	1897	divergent_overlapping	93451684	93453581	0.6393182718985335	65.5	166.0
chr9	97633058	97634132	TSTD2	NCBP1	-	+	299	divergent_classic	97633368	97633667	1.0	68.0	116.0
chr9	99221437	99222679	ALG2	SEC61B	-	+	121	divergent_classic	99221942	99222063	1.0	65.2	112.0
chr9	100098493	100099395	ERP44	INVS	-	+	190	divergent_classic	100099052	100099242	1.0	61.4	69.0
chr9	101398571	101399246	MRPL50	ZNF189	-	+	232	divergent_classic	101398618	101398850	1.0	63.7	49.0
chr9	108933790	108934676	ELP1	ABITRAM	-	+	71	divergent_classic	108934328	108934399	1.0	63.7	83.0
chr9	113221139	113221778	FKBP15	SLC31A1	-	+	85	divergent_classic	113221458	113221543	1.0	64.5	60.0
chr9	113275269	113275949	CDC26	PRPF4	-	+	69	divergent_classic	113275572	113275641	1.0	64.0	56.0
chr9	122264536	122264971	MRRF	RBM18	+	-	238	divergent_overlapping	122264602	122264840	1.0	65.5	50.0
chr9	124861278	124862207	RPL35	ARPC5L	-	+	148	divergent_classic	124861981	124862129	1.0	68.6	97.0
chr9	127450864	127452056	RPL12	LRSAM1	-	+	82	divergent_classic	127451406	127451488	1.0	59.3	98.0
chr9	128275312	128276416	SWI5	GOLGA2	+	-	648	divergent_overlapping	128275378	128276026	1.0	64.0	85.0
chr9	128322262	128323192	TRUB2	COQ4	-	+	96	divergent_classic	128322447	128322543	1.0	64.7	93.0
chr9	128881632	128882494	LRRC8A	KYAT1	+	-	362	divergent_overlapping	128882132	128882494	0.9721577726218097	62.5	76.0
chr9	128947074	128948285	DOLK	NUP188	-	+	95	divergent_classic	128947603	128947698	1.0	68.3	123.0
chr9	129110345	129111627	PTPA	CRAT	+	-	240	divergent_overlapping	129110949	129111189	1.0	68.8	135.0
chr9	129834697	129836042	USP20	C9orf78	+	-	1166	divergent_overlapping	129834697	129835863	0.8193308550185874	67.6	108.0
chr9	132669656	132671075	GTF3C4	DDX31	+	-	367	divergent_overlapping	132670034	132670401	1.0	68.9	149.0
chr9	133347575	133348905	MED22	RPL7A	-	+	86	divergent_classic	133348131	133348217	1.0	66.4	115.0
chr9	133356273	133357090	SURF2	SURF1	+	-	127	divergent_overlapping	133356549	133356676	1.0	51.2	73.0
chr9	136410015	136411343	ENTR1	PMPCA	-	+	15	divergent_classic	136410614	136410629	1.0	63.8	138.0
chr9	137188013	137189401	ANAPC2	SSNA1	-	+	99	divergent_classic	137188560	137188659	1.0	70.1	145.0
chr9	137204869	137206013	TMEM203	NDOR1	-	+	36	divergent_classic	137205648	137205684	1.0	68.2	118.0
chrX	7147236	7148447	STS	PUDP	+	-	922	divergent_overlapping	7147236	7148158	0.6564822460776218	74.8	117.0
chrX	13734322	13735217	TRAPPC2	OFD1	-	+	107	divergent_classic	13734635	13734742	1.0	63.8	77.0
chrX	47144351	47145588	RBM10	NDUFB11	+	-	246	divergent_overlapping	47145220	47145466	1.0	61.8	102.0
chrX	71253962	71255146	NONO	ZMYM3	+	-	333	divergent_overlapping	71254813	71255146	0.40118243243243246	68.2	43.0
chrX	101407839	101408313	GLA	HNRNPH2	-	+	209	divergent_classic	101408012	101408221	1.0	51.1	34.0
chrX	108091190	108091909	PSMD10	ATG4A	-	+	118	divergent_classic	108091549	108091667	1.0	61.8	58.0
chrX	119871288	119872254	RNF113A	NDUFA1	-	+	98	divergent_classic	119871733	119871831	1.0	60.5	79.0
chrX	135343658	135345132	ZNF75D	ZNF449	-	+	686	divergent_classic	135344109	135344795	0.562415196743555	68.65	37.5
chrX	135973512	135974546	SLC9A6	MMGT1	+	-	189	divergent_overlapping	135973840	135974029	1.0	71.0	93.0
chrX	149540354	149541633	EOLA1	ENSG00000241489	+	-	572	divergent_overlapping	149540354	149540926	0.7036747458952306	63.6	76.0
chrX	152830605	152831207	CETN2	NSDHL	-	+	209	divergent_classic	152830757	152830966	1.0	68.6	59.0
chrX	153793515	153795102	SSR4	IDH3G	+	-	997	divergent_overlapping	153793515	153794512	0.8078134845620668	68.0	131.0
chrX	153970620	153973029	HCFC1	TMEM187	-	+	935	divergent_classic	153971818	153972753	1.0	65.7	250.0
chrX	154374352	154379877	FLNA	EMD	-	+	4638	divergent_classic	154374634	154379272	0.44380090497737557	71.05	150.5
chrX	154411398	154412338	TAFAZZIN	DNASE1L1	+	-	589	divergent_overlapping	154411523	154412112	1.0	72.2	102.0
chrX	155025979	155027421	FUNDC2	F8	+	-	961	divergent_overlapping	155025979	155026940	0.5416088765603329	70.2	93.0
chrX	155070787	155071520	CMC4	BRCC3	-	+	283	divergent_classic	155071136	155071419	1.0	60.2	73.0
