chrom	start	end	gene1	gene2	gene1_strand	gene2_strand	inter_tss_distance	pair_type	orig_start	orig_end	cpg_overlap_fraction	cpg_obs_exp	cpg_gc_pct	H3K4me3_n_present	H3K4me3_frac_present	H3K4me3_mean	H3K4me3_cv	H3K27ac_n_present	H3K27ac_frac_present	H3K27ac_mean	H3K27ac_cv	H3K27me3_n_absent	H3K27me3_frac_absent	H3K27me3_mean	H3K27me3_cv	H3K9me3_n_absent	H3K9me3_frac_absent	H3K9me3_mean	H3K9me3_cv
chr19	2328365	2329090	LSM7	SPPL2B	-	+	3	divergent_classic	2328611	2328614	1.0	66.3	83.0	11	1.0	40.99055139988923	0.6134605533528458	11	1.0	13.273797489652027	0.8432120739177322	11	1.0	0.4678945719193017	0.9032959958059931	11	1.0	0.43252500503667063	0.7528083892445574
chr19	2782896	2785841	SGTA	THOP1	-	+	2140	divergent_classic	2783362	2785502	0.4594227504244482	70.25	72.0	11	1.0	12.80109896840324	0.4247296487146635	10	0.9090909090909091	6.7338148757841445	0.6305561834087026	11	1.0	0.5252422204369241	0.7702139949400368	11	1.0	0.41262993069115234	0.4382982696702969
chr19	3572547	3574554	HMG20B	MFSD12	+	-	1514	divergent_overlapping	3572776	3574290	1.0	67.7	167.0	11	1.0	21.438838691214865	0.55329064149926	10	0.9090909090909091	5.1493337006832745	0.5898584258882151	11	1.0	0.4327067692555502	1.100774710614424	11	1.0	0.48554012898161186	0.6590891245726473
chr19	4400120	4403094	SH3GL1	CHAF1A	-	+	2092	divergent_classic	4400547	4402639	0.4280430396772024	60.8	63.0	11	1.0	13.928762172964097	0.4570076793224474	10	0.9090909090909091	8.631064824071197	0.40288194113073905	11	1.0	0.37399761264531883	0.7709981070912948	11	1.0	0.2824650542395097	0.47079481433375797
chr19	5622237	5624046	SAFB	SAFB2	+	-	1012	divergent_overlapping	5623034	5624046	0.8092868988391376	68.7	173.0	11	1.0	35.88976860262843	0.5217835441859501	11	1.0	14.079390365867688	0.6207192493147702	11	1.0	0.5177137181128413	0.582477071433908	11	1.0	0.39140403488552644	0.6279824918339729
chr19	6737228	6737924	GPR108	TRIP10	-	+	344	divergent_classic	6737580	6737924	0.7772988505747126	71.7	59.0	11	1.0	16.60820288934444	0.7315089160349502	11	1.0	9.615336593857878	0.4658404479857527	11	1.0	0.21288829569006423	1.1003244236980958	11	1.0	0.13866024653501446	2.1059215089739953
chr19	7629209	7629787	XAB2	PET100	-	+	242	divergent_classic	7629545	7629787	0.8685121107266436	59.2	42.0	11	1.0	30.644462579311572	0.46307971050382546	10	0.9090909090909091	12.802224406775503	1.0779417578781805	11	1.0	0.44662196834698514	1.0579705638716488	11	1.0	0.33080741376155837	0.7833280916105618
chr19	8321157	8322088	RPS28	NDUFA7	+	-	218	divergent_overlapping	8321157	8321375	0.9559613319011815	64.5	79.0	11	1.0	40.76708624375066	0.4623453110120206	11	1.0	17.311067742019347	0.5712720396151645	11	1.0	0.49850844900219776	0.8780555950387592	11	1.0	0.45949104451551026	0.768973641679092
chr19	9827649	9828139	FBXL12	UBL5	-	+	75	divergent_classic	9827816	9827891	1.0	66.7	44.0	11	1.0	40.674082062832724	0.4446919208002227	11	1.0	9.136824338414748	0.45527785289238265	10	0.9090909090909091	0.8616067266916243	0.9100048432295635	11	1.0	0.3897301356946883	1.0879843436740546
chr19	10928280	10929609	YIPF2	TIMM29	-	+	129	divergent_classic	10928681	10928810	1.0	69.9	145.0	11	1.0	43.17162739823665	0.701093691989696	10	0.9090909090909091	5.239552086698404	0.6918637261780827	11	1.0	0.5432279050260452	0.838323833698409	11	1.0	0.3465813829042032	0.7515882204127067
chr19	12666516	12666824	MAN2B1	WDR83	-	+	59	divergent_classic	12666742	12666801	1.0	73.4	31.0	11	1.0	26.450476039398936	0.4964240870740754	10	0.9090909090909091	6.012586241642975	0.6260356941933078	11	1.0	0.40550218044462416	1.5447086431119932	11	1.0	0.3874906159413994	0.8998430807469866
chr19	12666516	12670280	WDR83	WDR83OS	+	-	2614	divergent_overlapping	12666801	12669415	0.4269394261424017	66.9	63.0	11	1.0	20.259863033921484	0.4121963565961354	11	1.0	9.495607126514177	0.711101265663077	11	1.0	0.5118411886994949	0.738708256362586	11	1.0	0.4236839606111532	0.5113579773859646
chr19	13116083	13117567	NACC1	TRMT1	+	-	706	divergent_overlapping	13116861	13117567	0.5141509433962265	60.9	59.0	11	1.0	36.84574213244813	0.6254727330714185	11	1.0	9.481957255133008	0.5180033915026689	10	0.9090909090909091	0.5813019225827867	0.9826208655227712	11	1.0	0.3400513418115097	0.6895587024868512
chr19	13149748	13154110	STX10	IER2	-	+	27	divergent_classic	13150383	13150410	1.0	62.6	337.0	11	1.0	34.41259743452322	0.5117133037320708	11	1.0	21.859857497982038	0.6016114456233106	11	1.0	0.48116741238462873	0.5703009121891615	11	1.0	0.4078866857161667	0.694722607584861
chr19	18919115	18919844	COPE	DDX49	-	+	317	divergent_classic	18919387	18919704	1.0	51.7	56.0	11	1.0	25.6610578954354	0.6755991386860208	11	1.0	12.96536636783643	0.6600841259244459	11	1.0	0.47166972983350236	1.0368895134409464	11	1.0	0.23774502551320084	0.6924051602328686
chr19	19033115	19034023	ARMC6	SUGP2	+	-	449	divergent_overlapping	19033574	19034023	0.9944933920704846	68.7	116.0	11	1.0	29.87126645219577	0.5237983575770679	11	1.0	16.573374650754545	0.6489388344756727	10	0.9090909090909091	0.5696453038588147	1.2153883374093353	11	1.0	0.26094676723035914	0.8372229689306547
chr19	19192045	19192813	RFXANK	BORCS8	+	-	363	divergent_overlapping	19192228	19192591	0.7369791666666666	65.94999999999999	24.5	11	1.0	25.742151365232885	0.5604011508179879	11	1.0	19.15227807495838	0.5013611051466453	11	1.0	0.5313242794914675	0.9443684879383637	11	1.0	0.22996133226535936	1.1195319702908404
chr19	19320157	19321385	SUGP1	MAU2	-	+	319	divergent_classic	19320509	19320828	1.0	66.0	114.0	11	1.0	37.632063464363206	0.507936782628566	11	1.0	18.035112817567327	0.45464885202752126	11	1.0	0.45486829141276774	0.8227659843224037	11	1.0	0.3864368103289092	0.7432202677561284
chr19	36113457	36116004	TBCB	POLR2I	+	-	925	divergent_overlapping	36114288	36115213	1.0	62.0	187.0	11	1.0	23.746610868677998	0.5495329893905033	11	1.0	7.672640366907498	0.6981509815407083	11	1.0	0.4266575719812462	0.7190015830781208	11	1.0	0.37093968369689967	0.5126987024634114
chr19	36850016	36851098	ZNF345	ZNF790	+	-	427	divergent_overlapping	36850360	36850787	0.566543438077634	62.15	23.5	11	1.0	30.33687485391926	0.7314321014166006	10	0.9090909090909091	5.747362769354276	0.6111584512846885	11	1.0	0.5966528332684603	1.0250369226092078	10	0.9090909090909091	1.0944587939249026	1.5066984500307092
chr19	37466824	37469713	ZNF570	ZNF569	+	-	1691	divergent_overlapping	37467584	37469275	0.4939425406715126	65.15	60.5	11	1.0	20.562618602138084	0.4396873843048204	9	0.8181818181818182	4.6188910756383725	0.5970139996062371	11	1.0	0.46074431651167097	0.7796324118322914	9	0.8181818181818182	1.4615433353868639	0.6429542230386572
chr19	38930423	38930975	SARS2	MRPS12	-	+	180	divergent_classic	38930763	38930943	1.0	63.2	58.0	11	1.0	17.19720148334037	0.48838648690089	11	1.0	15.724946542518587	0.6033958667532339	11	1.0	0.3526024982281239	0.9166105172366147	11	1.0	0.22129877373687268	1.0085966976777319
chr19	39341858	39343033	GMFG	SAMD4B	-	+	48	divergent_classic	39342372	39342420	0.7634042553191489	64.15	40.0	11	1.0	18.09437767773024	0.5493992402110552	9	0.8181818181818182	5.214123855289859	0.628883041299741	11	1.0	0.31003165922561643	0.6431511977445868	11	1.0	0.19195465004959333	0.8318665090195243
chr19	39390692	39391524	PAF1	MED29	-	+	148	divergent_classic	39391154	39391302	1.0	63.9	72.0	11	1.0	25.491525472533684	0.5008306190985213	11	1.0	18.13703234335241	0.7236100020402563	11	1.0	0.3778168766366942	0.7016180471906274	11	1.0	0.2430523151443276	0.6784902187190323
chr19	39435584	39436223	RPS16	SUPT5H	-	+	206	divergent_classic	39435949	39436155	1.0	62.1	56.0	11	1.0	33.23937197184135	0.5747040566701866	11	1.0	15.644078072629805	0.5686441004529506	11	1.0	0.3443458979918528	1.079131792740813	11	1.0	0.42042566898334444	1.0318387963008882
chr19	41397209	41397807	EXOSC5	BCKDHA	-	+	445	divergent_classic	41397362	41397807	0.41304347826086957	66.8	27.0	11	1.0	12.662769760178303	0.38280844699851374	11	1.0	21.911296300834316	0.7221227210913993	11	1.0	0.3934522066915109	1.0478703606914899	11	1.0	0.10443113531025779	0.949001974523222
chr19	42220038	42220513	DEDD2	ZNF526	-	+	151	divergent_classic	42220140	42220291	1.0	66.3	41.0	11	1.0	24.28394191994279	0.5971738371953386	10	0.9090909090909091	8.95867071068496	0.7313880432906962	11	1.0	0.41586752468461624	1.0881740999967127	11	1.0	0.23125547439429317	0.7428618629469408
chr19	43595981	43596688	IRGQ	ZNF576	-	+	257	divergent_classic	43596134	43596391	1.0	64.4	59.0	11	1.0	14.89227606268153	0.3857474999915042	11	1.0	16.468950550532863	0.44348313815992274	11	1.0	0.400582651321745	1.06557696992117	11	1.0	0.20090934156023552	0.9088656226233356
chr19	45178065	45179898	TRAPPC6A	BLOC1S3	-	+	546	divergent_classic	45178237	45178783	1.0	59.0	151.0	11	1.0	23.998113161940765	0.44444911601024595	10	0.9090909090909091	12.16164893094819	0.866560466678694	11	1.0	0.4913661578063582	0.7190421915042413	11	1.0	0.2964865749627105	0.39618271451055204
chr19	46745984	46746994	FKRP	STRN4	+	-	949	divergent_overlapping	46746045	46746994	0.7	64.5	87.0	11	1.0	27.62851067695415	0.5655514241521729	11	1.0	7.520608666410182	0.5898548749686178	11	1.0	0.3704939061303128	0.9215275691892292	11	1.0	0.24855794331312558	0.6038170903693822
chr19	47112698	47113844	SAE1	ZC3H4	+	-	503	divergent_overlapping	47113273	47113776	0.7495636998254799	62.0	36.5	11	1.0	26.2645584516073	0.506406269609111	11	1.0	35.22557732103146	0.5398386337639993	11	1.0	0.46908705270744216	1.314763984758674	11	1.0	0.22989120753032272	0.8245109182361959
chr19	48619020	48619666	RPL18	SPHK2	-	+	106	divergent_classic	48619184	48619290	1.0	66.1	67.0	11	1.0	16.93258924502958	0.5444079141406013	11	1.0	8.162547712262224	0.5161271246163784	11	1.0	0.37936031404861353	0.9675717295376438	11	1.0	0.20147996086683387	1.1417971832288574
chr19	49590262	49592250	NOSIP	PRR12	-	+	919	divergent_classic	49590262	49591181	0.9305835010060363	56.6	131.0	11	1.0	27.965866884934375	0.40665724355570043	11	1.0	11.42103225267911	0.6449708236143453	11	1.0	0.32364213191627905	0.6815204277149742	11	1.0	0.2551903698153455	0.5798099226325466
chr19	49639966	49642507	RRAS	SCAF1	-	+	2065	divergent_classic	49640143	49642208	0.5659189295552932	64.85	70.5	11	1.0	15.321024125988858	0.48437723262958227	11	1.0	22.623763873681987	0.47706492966597686	11	1.0	0.2525516500458423	0.8700695329583035	11	1.0	0.20155204052541886	0.43233455914988
chr19	49876139	49878351	TBC1D17	PNKP	+	-	686	divergent_overlapping	49877665	49878351	0.9805605786618445	62.3	159.0	11	1.0	23.78173561212983	0.3610509483935728	11	1.0	24.23464826634473	0.5474700010955165	11	1.0	0.35921531789407957	0.8131314999144991	11	1.0	0.25606838083561506	0.5431471867349215
chr19	49928701	49929881	ATF5	NUP62	+	-	1063	divergent_overlapping	49928701	49929764	0.6644067796610169	62.1	70.0	11	1.0	38.251717085965396	0.5727185832855467	11	1.0	21.561454195350464	0.5510313102755955	11	1.0	0.5440749832509512	0.7770372883240395	11	1.0	0.4458403197487913	0.7408986603540783
chr19	50024919	50026229	ZNF473	VRK3	+	-	233	divergent_overlapping	50025713	50025946	1.0	60.8	100.0	11	1.0	23.361264385530205	0.33717291808997135	11	1.0	14.92655018178304	0.7983164365362835	11	1.0	0.49553109608771506	0.7360416349495814	11	1.0	0.37896792860620854	0.5410024037569975
chr19	52170935	52171643	PPP2R1A	ZNF836	+	-	708	divergent_overlapping	52170935	52171643	0.7457627118644068	59.1	38.0	11	1.0	41.71983515550534	0.6476366938445922	9	0.8181818181818182	6.817785279107377	0.776499966763626	9	0.8181818181818182	1.0347326434792832	0.8288966472448229	10	0.9090909090909091	1.1712885052767172	1.2494677557692786
chr19	54115272	54115787	PRPF31	TFPT	+	-	248	divergent_overlapping	54115409	54115657	1.0	58.6	45.0	11	1.0	26.416863595923804	0.5068602075760414	11	1.0	12.786877814415675	0.4658674189409845	11	1.0	0.3949615230267277	0.867560986491845	11	1.0	0.25841095731449076	0.9309221915620101
chr19	55599335	55602866	ZNF524	FIZ1	+	-	1949	divergent_overlapping	55600021	55601970	0.5004248088360238	64.15	72.5	11	1.0	12.816010744311313	0.46034529350792963	11	1.0	10.225887066117563	0.4434653955453837	11	1.0	0.34565166878079895	0.6957221910023467	11	1.0	0.403560668598039	0.4791817906371027
chr2	263400	266398	ACP1	SH3YL1	+	-	2259	divergent_overlapping	264139	266398	0.6130753835890593	68.0	182.0	11	1.0	21.87683061889836	0.5443196789935707	11	1.0	6.941226135506232	0.6585373117823424	10	0.9090909090909091	0.7317140975304409	0.8525199775673524	11	1.0	0.7126834208992778	0.6811337272095548
chr2	3377573	3380205	EIPR1	TRAPPC12	-	+	1844	divergent_classic	3377830	3379674	0.45364741641337386	67.1	54.0	11	1.0	18.76903812571844	0.3700823894393042	11	1.0	9.807625578807842	0.6769236404373479	11	1.0	0.43845479429749273	0.681629615954205	11	1.0	0.6647488040215567	0.42535830115843304
chr2	9422997	9424153	ITGB1BP1	CPSF3	-	+	122	divergent_classic	9423528	9423650	1.0	67.1	118.0	11	1.0	35.149471572424254	0.5221353295932929	11	1.0	13.052007622114992	0.6377112661690477	11	1.0	0.4055293856361958	0.9219609607067341	11	1.0	0.3422265054510906	0.9459733472702263
chr2	23926386	23927484	ATAD2B	UBXN2A	-	+	161	divergent_classic	23927123	23927284	1.0	65.7	113.0	11	1.0	38.84049825087602	0.7472692138809953	11	1.0	21.35489159671225	0.6153945049988102	11	1.0	0.5394019236529375	0.6457613066137866	11	1.0	0.3250724565097834	0.7617467123173004
chr2	24076099	24077424	SF3B6	FAM228B	-	+	152	divergent_classic	24076373	24076525	1.0	66.9	99.0	11	1.0	24.13963634151138	0.6715623606277051	10	0.9090909090909091	6.498686644976635	0.730491448174316	11	1.0	0.323160480466637	0.7645519454671263	11	1.0	0.3646097919653556	1.276805922991363
chr2	26243169	26245078	HADHB	HADHA	+	-	1503	divergent_overlapping	26243169	26244672	0.4421162912519644	62.8	60.0	11	1.0	32.07811749088858	0.5563763643980979	11	1.0	14.843933054082756	0.6453832181926149	10	0.9090909090909091	0.5922435258460497	1.1682565082840715	11	1.0	0.40503169749953094	0.8561190611612949
chr2	27211564	27212958	ATRAID	SLC5A6	+	-	918	divergent_overlapping	27212040	27212958	0.9239598278335724	61.3	116.0	11	1.0	30.00565742677733	0.3535636033135572	11	1.0	21.607798625490027	0.49253398659481396	11	1.0	0.36390626847396707	1.0475749366082212	11	1.0	0.31291560233047444	0.7110554295416864
chr2	27369978	27371232	EIF2B4	SNX17	-	+	157	divergent_classic	27370338	27370495	1.0	66.1	122.0	11	1.0	36.68716513385216	0.7166820980769913	11	1.0	13.809231367448668	0.7944030504989624	11	1.0	0.48945938968586195	0.9009437979480909	11	1.0	0.31639962527168386	0.5238579786395454
chr2	27663392	27664543	SLC4A1AP	SUPT7L	+	-	415	divergent_overlapping	27663425	27663840	1.0	59.5	78.0	11	1.0	38.40461762384336	0.45122944675375054	11	1.0	15.579966441424887	0.6986363273212413	11	1.0	0.7786009076419279	0.7317048069352566	11	1.0	0.4236477128139203	0.6102930209532955
chr2	27889940	27890897	BABAM2	RBKS	+	-	741	divergent_overlapping	27889940	27890681	0.735632183908046	69.2	78.0	11	1.0	29.180713892101675	0.4284288473236538	11	1.0	18.73193836304614	0.5067247459343858	10	0.9090909090909091	0.517455755496851	1.2094311142472745	11	1.0	0.347829531284533	0.7305224584857634
chr2	37083929	37084750	HEATR5B	GPATCH11	-	+	145	divergent_classic	37084372	37084517	1.0	62.2	72.0	11	1.0	33.22263856346587	0.5881982190395117	9	0.8181818181818182	7.943317964958272	0.6456080790670097	11	1.0	0.4646907545369862	0.9611361040727342	11	1.0	0.31368685013803344	0.7038209567554418
chr2	37231255	37232056	CEBPZ	NDUFAF7	-	+	34	divergent_classic	37231596	37231630	1.0	63.0	72.0	11	1.0	38.87744804463961	0.5013869424895047	11	1.0	17.279262040364358	0.5206530793466595	11	1.0	0.35721096377008704	0.9127325963302796	11	1.0	0.3978316919024913	0.5955747484546043
chr2	38750393	38751542	SRSF7	GEMIN6	-	+	39	divergent_classic	38751494	38751533	1.0	62.7	116.0	11	1.0	30.949461503249662	0.42928381578351826	11	1.0	18.816110911529467	0.5954943933153184	11	1.0	0.48364749684775393	0.9190741164992998	11	1.0	0.4233099719314669	0.5062442031713653
chr2	38875520	38876073	DHX57	MORN2	-	+	41	divergent_classic	38875934	38875975	1.0	66.0	42.0	11	1.0	39.044162331242006	0.6735660865320297	11	1.0	8.741107499756561	1.1181949298493585	11	1.0	0.5163165656277445	0.8244701017477366	11	1.0	0.4210026112877086	0.7393874370649256
chr2	44361815	44362219	PREPL	CAMKMT	-	+	84	divergent_classic	44361862	44361946	1.0	59.9	30.0	11	1.0	23.502316516315908	0.5291236425479837	10	0.9090909090909091	11.964395813617555	0.5723187894950424	11	1.0	0.44472420584112	0.8970754646557106	11	1.0	0.37408789363840234	1.02010454378166
chr2	46616415	46617193	CRIPT	PIGF	+	-	640	divergent_overlapping	46616415	46617055	0.8766066838046273	67.7	64.0	11	1.0	34.806159265583624	0.5721120956751043	11	1.0	11.669598987844314	0.5838365021030218	11	1.0	0.41577621577911916	0.766409522753271	11	1.0	0.23327642304866555	0.556578391428788
chr2	53970511	53971353	ACYP2	PSME4	+	-	156	divergent_overlapping	53970837	53970993	1.0	62.5	81.0	11	1.0	31.79152523511453	0.6157988772180698	11	1.0	19.146902192593902	0.6184936665839217	11	1.0	0.2592155890761176	0.7183650237520813	11	1.0	0.3371831723974382	0.8163492291601724
chr2	61888310	61888855	CCT4	COMMD1	-	+	52	divergent_classic	61888671	61888723	1.0	67.5	65.0	11	1.0	38.9028145697437	0.6976552425567847	11	1.0	26.41018062985073	0.7191224698053765	11	1.0	0.5913551941219887	0.7208807350474362	11	1.0	0.34255395013619194	0.48883054802881726
chr2	68157052	68158109	DNAAF10	PNO1	-	+	338	divergent_classic	68157549	68157887	1.0	59.2	70.0	11	1.0	28.10901871606435	0.38906957765712613	11	1.0	23.309913810236868	0.6188172605773695	11	1.0	0.35937851436692714	0.6440809973563818	11	1.0	0.4040188357537207	1.1504163249754564
chr2	71130057	71130822	MCEE	MPHOSPH10	-	+	70	divergent_classic	71130239	71130309	1.0	64.1	75.0	11	1.0	35.32756019892469	0.5592238038634646	11	1.0	14.47243649893253	0.6369162618970367	11	1.0	0.34199315072194986	1.0712202422495296	11	1.0	0.4270440075753498	0.9944074714118892
chr2	73232957	73234739	PRADC1	CCT7	-	+	180	divergent_classic	73233239	73233419	1.0	56.1	142.0	11	1.0	30.784213651954314	0.539723364763517	11	1.0	10.27388183515446	0.5202409245875736	11	1.0	0.39069562071694114	0.6540702868138616	11	1.0	0.3389960216226935	0.7033799757445113
chr2	74482037	74483408	TTC31	CCDC142	+	-	336	divergent_overlapping	74483072	74483408	0.6900072939460248	68.8	96.0	11	1.0	39.71071001027395	0.7122889770207643	11	1.0	10.859470339535697	0.6942522422145772	11	1.0	0.5841041543732232	0.8525295829665571	11	1.0	0.39033685525169215	1.005619506149894
chr2	74529096	74530803	HTRA2	AUP1	+	-	165	divergent_overlapping	74529595	74529760	1.0	65.4	146.0	11	1.0	32.450364049595784	0.49441507424723036	11	1.0	11.835990785545853	0.7305719494950877	11	1.0	0.41904357092336414	0.7360993929583514	11	1.0	0.3126207190168037	0.4671793648194863
chr2	85354393	85354840	ELMOD3	RETSAT	+	-	138	divergent_overlapping	85354393	85354531	0.7404921700223713	61.3	25.0	11	1.0	19.71458179650812	0.5428225464044991	9	0.8181818181818182	4.899127814479783	0.6372885909281412	11	1.0	0.2235566359683826	0.7969624253663823	11	1.0	0.23411954793148756	0.9716492506664348
chr2	85561288	85561616	GGCX	VAMP8	-	+	29	divergent_classic	85561532	85561561	1.0	70.4	37.0	11	1.0	22.38166031849358	0.5757537428464341	10	0.9090909090909091	6.698730708362985	0.7772656226743904	11	1.0	0.09722972597034768	2.5710533735496153	11	1.0	0.21755643793383816	1.7956817525364208
chr2	85602143	85603196	USP39	TMEM150A	+	-	341	divergent_overlapping	85602855	85603196	0.9221272554605888	70.4	100.0	11	1.0	32.115749491259756	0.5501833982546459	11	1.0	6.320279216827566	0.8016497026339515	11	1.0	0.6485453136803664	0.6112416797629118	11	1.0	0.2976700140967499	1.0958394007886314
chr2	86105536	86106527	POLR1A	PTCD3	-	+	67	divergent_classic	86106155	86106222	1.0	54.3	67.0	11	1.0	26.58774320854741	0.4025173700471254	11	1.0	16.874017993725758	0.5787168575550634	11	1.0	0.35803990379519	0.9573330084314625	11	1.0	0.28417148007180415	0.8460836767517519
chr2	96265121	96266553	TMEM127	CIAO1	-	+	161	divergent_classic	96265997	96266158	1.0	65.7	134.0	11	1.0	36.96968813569296	0.6014245364016219	11	1.0	8.21521329331087	0.6684025925254755	11	1.0	0.3706249637763044	0.7706458684111082	11	1.0	0.27187889985138053	0.5772975780404639
chr2	98608181	98608859	COA5	UNC50	-	+	63	divergent_classic	98608515	98608578	1.0	72.3	84.0	11	1.0	46.28435049067845	0.5812961181220486	11	1.0	21.3954945599094	0.4311413384867392	11	1.0	0.46617195563207864	0.7568914303306521	11	1.0	0.3578485187209561	0.795057238946083
chr2	99180885	99181160	MITD1	MRPL30	-	+	93	divergent_classic	99181058	99181151	1.0	58.5	20.0	11	1.0	21.96267149688784	0.4140187751215935	10	0.9090909090909091	8.130657547436469	0.6704979767719719	11	1.0	0.49223476229250934	1.1786125278397228	11	1.0	0.4310183136583852	1.0891689929569366
chr2	99336025	99340702	EIF5B	TXNDC9	+	-	3332	divergent_overlapping	99337370	99340702	0.40880906564036773	57.0	148.0	11	1.0	16.41155907128419	0.3802323894918614	9	0.8181818181818182	8.045017482416831	0.5677626892797963	11	1.0	0.3533745479767514	0.6872838167916935	11	1.0	0.37729541983714393	0.37208688926608297
chr2	101252561	101253540	TBC1D8	CNOT11	-	+	19	divergent_classic	101252866	101252885	1.0	66.9	109.0	11	1.0	36.35756419697613	0.6192717642109289	11	1.0	12.971427646851469	0.4895093895781424	10	0.9090909090909091	0.6613291319767206	1.2940102116204897	11	1.0	0.37635342756353884	0.6575813315232655
chr2	119366665	119367711	C2orf76	DBI	-	+	89	divergent_classic	119366834	119366923	1.0	66.4	85.0	11	1.0	30.31056875932127	0.42696450471022623	11	1.0	10.775779571031737	0.8852083198882196	11	1.0	0.4666859693019491	0.8141884109890244	11	1.0	0.30755812079804473	0.5539896212831036
chr2	121736532	121737343	NIFK	TSN	-	+	191	divergent_classic	121736911	121737102	1.0	65.7	91.0	11	1.0	28.26958163135034	0.42824762864087784	10	0.9090909090909091	8.990395551503433	0.7247400990085372	11	1.0	0.46379036057684914	1.0717988964044598	11	1.0	0.4613043538357656	1.0313849446770724
chr2	130181267	130182773	MZT2B	SMPD4	+	-	1014	divergent_overlapping	130181736	130182750	1.0	61.2	140.0	11	1.0	24.55079149540438	0.5585799298933719	11	1.0	10.98130196119169	0.4786126622804954	11	1.0	0.27026427023570726	1.0173431672397206	11	1.0	0.17155884775891278	0.6235856164099617
chr2	130341896	130343290	CCDC115	IMP4	-	+	177	divergent_classic	130342699	130342876	1.0	60.0	98.0	11	1.0	29.47604521005918	0.4789541633458816	11	1.0	11.569431086601021	0.9004125090961863	11	1.0	0.4193831902271736	0.7184651333328507	11	1.0	0.23417461749205035	0.39072971771186477
chr2	171433854	171434802	DCAF17	METTL8	+	-	586	divergent_overlapping	171434216	171434802	0.9831223628691983	72.3	104.0	11	1.0	25.867971012354527	0.6076725049093531	11	1.0	14.24261846737819	0.5835542357277164	11	1.0	0.3644748506586717	0.6017677897456815	11	1.0	0.5390315855542283	0.9836407020912042
chr2	177392499	177393164	AGPS	NFE2L2	+	-	11	divergent_overlapping	177392745	177392756	1.0	62.0	64.0	11	1.0	29.7087689119223	0.4657637696973138	11	1.0	11.168892522817266	0.7536472716814113	11	1.0	0.6675296436698026	0.8214800266126451	11	1.0	0.3092135345584135	0.5389558735373404
chr2	189783840	189784758	PMS1	ORMDL1	+	-	280	divergent_overlapping	189784084	189784364	1.0	65.4	96.0	11	1.0	28.3354734864397	0.38727678969815166	11	1.0	16.02439309109093	0.6696900004472733	11	1.0	0.46547228901557197	0.8383881928586162	11	1.0	0.31622265266688515	0.930175126514204
chr2	190343569	190344274	INPP1	HIBCH	+	-	624	divergent_overlapping	190343569	190344193	0.9843971631205674	67.4	90.0	10	0.9090909090909091	21.764614280033133	0.6656048353713848	9	0.8181818181818182	9.259638509621919	0.9979898531399463	10	0.9090909090909091	1.256051112395024	1.5538021427571527	11	1.0	0.24797905973653805	0.5166430073435361
chr2	197515570	197516737	MOB4	HSPD1	+	-	1167	divergent_overlapping	197515570	197516737	0.7523564695801199	69.1	83.0	11	1.0	36.678046602069564	0.6077446924015741	11	1.0	15.623210842352016	0.6459564979441883	11	1.0	0.36873598605117447	0.6751236072001324	11	1.0	0.41616700592762773	0.6339234846890257
chr2	201071301	201071671	NDUFB3	HYCC2	+	-	239	divergent_overlapping	201071432	201071671	0.9513513513513514	66.8	29.0	11	1.0	50.26325816262267	0.5855088449435318	11	1.0	8.909279976629215	0.4346344495857745	11	1.0	0.46077698533416384	0.5699264687649512	11	1.0	0.6523900207324315	0.967846201485343
chr2	206159186	206160257	NDUFS1	EEF1B2	-	+	75	divergent_classic	206159509	206159584	1.0	62.1	94.0	11	1.0	28.883608810784082	0.45435533601986205	11	1.0	17.0920139995104	0.5175689437308811	11	1.0	0.48380246864604837	0.8453478403583662	11	1.0	0.2526307015455172	0.7016750060975943
chr2	208266024	208266412	IDH1	PIKFYVE	-	+	180	divergent_classic	208266074	208266254	1.0	68.6	39.0	11	1.0	16.140416764729807	0.49588143097943227	10	0.9090909090909091	7.679499096915438	0.8385505657491977	11	1.0	0.14548740181426023	2.1536971491625065	11	1.0	0.380647658784083	0.9230421615969785
chr2	218269650	218270670	PNKD	AAMP	+	-	528	divergent_overlapping	218269650	218270178	0.5941176470588235	65.8	58.0	11	1.0	27.827171918608588	0.5769161923051802	11	1.0	7.5576264110972	0.73313396428859	11	1.0	0.4428938900377874	0.9904144475526625	11	1.0	0.2678977018268394	0.9092371286234573
chr2	218658763	218659854	BCS1L	ZNF142	+	-	892	divergent_overlapping	218658763	218659655	0.6196150320806599	67.0	55.0	11	1.0	36.766683623923626	0.5015952117892271	11	1.0	6.9573347375765024	0.8522061332144804	11	1.0	0.5798795867805361	0.8319936818107837	11	1.0	0.4195970530635787	0.9146141723007624
chr2	218671687	218672090	RNF25	STK36	-	+	66	divergent_classic	218672002	218672068	1.0	64.3	31.0	11	1.0	41.20237077841661	0.6994888833393663	11	1.0	8.876469690145894	0.6041614691706682	11	1.0	0.6129643439754134	0.758915613318245	11	1.0	0.2952097877869237	0.7886287154529935
chr2	219176224	219178289	RETREG2	CNPPD1	+	-	1882	divergent_overlapping	219176224	219178106	0.9113801452784503	60.1	150.0	11	1.0	24.858082157598233	0.43268256599726024	11	1.0	16.800505888165628	0.5856617575011583	11	1.0	0.46127036819678796	0.871869686766752	11	1.0	0.33901394614246877	0.8009333304258779
