chrom	start	end	gene1	gene2	gene1_strand	gene2_strand	inter_tss_distance	pair_type	orig_start	orig_end	cpg_overlap_fraction	cpg_obs_exp	cpg_gc_pct	H3K4me3_n_present	H3K4me3_frac_present	H3K4me3_mean	H3K4me3_cv	H3K27ac_n_present	H3K27ac_frac_present	H3K27ac_mean	H3K27ac_cv	H3K27me3_n_absent	H3K27me3_frac_absent	H3K27me3_mean	H3K27me3_cv	H3K9me3_n_absent	H3K9me3_frac_absent	H3K9me3_mean	H3K9me3_cv	meth_mean	meth_cv	meth_n_hypo	meth_frac_hypo	DNase_mean	DNase_cv	DNase_n_present	DNase_frac_present	H3K9ac_mean	H3K9ac_cv	H3K36me3_mean	H3K36me3_cv	repliseq_mean	CTCF_n_peaks	mahalanobis_dist	mahalanobis_score	cosine_sim	cosine_score	percentile_score	composite_score	composite_rank
chr9	132669656	132671075	GTF3C4	DDX31	+	-	367	divergent_overlapping	132670034	132670401	1.0	68.9	149.0	11	1.0	46.096979903948046	0.6757497673744159	11	1.0	21.580910737846207	0.6241249822684234	11	1.0	0.5480088498809345	0.733748710816981	11	1.0	0.5006968010368879	0.6939008047376872	1.2225169161719838	0.517136145212652	6	1.0	0.7746978970379396	0.5001791494317818	11	1.0	30.79270130817646	0.4739695544902994	0.4119807628957636	0.8195417903720714	12.333333333333334	1	3.5210888389069352	0.5945816047823038	0.0	0.0	0.564022933588151	0.4070395219893668	257
chr9	122264536	122264971	MRRF	RBM18	+	-	238	divergent_overlapping	122264602	122264840	1.0	65.5	50.0	11	1.0	27.376738979833878	0.36630572429553687	11	1.0	22.51780049377848	0.4501159195303572	11	1.0	0.267094474352795	0.8497734127486697	11	1.0	0.2093166547863294	1.0426444642883235	1.1493171408994192	1.1168085418576474	6	1.0	1.517059677633746	0.38877564457105224	11	1.0	25.110875844264672	0.5497854816892322	0.2915071121468564	1.0947868436674528	15.4	1	3.424882696181515	0.609598708053108	0.0	0.0	0.543239369326326	0.406811294019141	258
chr5	176388287	176389447	HIGD2A	NOP16	+	-	177	divergent_overlapping	176388750	176388927	1.0	58.1	84.0	11	1.0	22.413685537216853	0.32052358339669274	11	1.0	15.20863173783829	0.5233156517529485	11	1.0	0.3472215033160994	0.993397411347718	11	1.0	0.3097391493777774	0.688011341506259	1.1775418356026155	0.8045159931310581	6	1.0	1.9773735727643518	0.2589366369354154	11	1.0	21.41252224741733	0.4312267387100921	0.3649805920980601	0.6771195362013156	15.197126436781609	0	3.5380532386838435	0.5919335811098017	0.0	0.0	0.5653766523331741	0.40638642814387294	259
chr1	160343138	160343566	NCSTN	COPA	+	-	273	divergent_overlapping	160343293	160343566	0.9579439252336448	63.7	38.0	11	1.0	26.869682563394438	0.45637839380851425	11	1.0	15.205209686897255	0.45866105609562496	11	1.0	0.40943775226472034	0.971966009304518	11	1.0	0.34010270013345284	0.9527562141559978	1.5417544690914682	0.5165468699658657	6	1.0	1.5316280166388268	0.32066827558399025	11	1.0	27.750903252859516	0.37591375444029224	0.22016116379647055	1.118905077625377	23.666666666666668	1	3.3294005919970946	0.6245027939922301	0.0	0.0	0.5217391304347826	0.4063228567273268	260
chr1	111448682	111449580	ATP5PB	WDR77	+	-	393	divergent_overlapping	111448863	111449256	1.0	62.6	68.0	11	1.0	33.38320994410195	0.5712048689389898	10	0.9090909090909092	9.762189700105159	0.5423698687487074	11	1.0	0.38253743808625773	1.0355333962048072	11	1.0	0.4242394136646439	0.8896907201321056	0.9763162083015025	0.576419885567031	6	1.0	1.5131026458889878	0.3473791289541249	11	1.0	20.767980379697473	0.5321269562013262	0.35333428980423737	0.9383495211355376	11.0	0	3.0353526107439692	0.6704016189108484	0.0	0.0	0.45986622073578604	0.4061205137850752	261
chr3	112561175	112562103	SLC35A5	ATG3	+	-	338	divergent_overlapping	112561708	112562046	1.0	60.9	77.0	11	1.0	34.7961042136138	0.557724039499046	11	1.0	18.558829076310573	0.7848281960482032	11	1.0	0.6330867592131966	0.6547312501196402	11	1.0	0.3025003809283885	0.9004702711106688	1.4459028866714496	0.863546517520109	6	1.0	1.076556882945628	0.20667735800645662	11	1.0	19.803124409314098	0.41542858632509977	0.27787054032846303	0.6664205261703874	10.608477011494253	1	3.166472326334523	0.649934752096724	0.0	0.0	0.48686096512183463	0.40603219037523997	262
chr11	118572301	118572970	ARCN1	IFT46	+	-	581	divergent_overlapping	118572389	118572970	0.9192825112107624	68.6	47.0	11	1.0	41.14642146200991	0.5405177361748691	11	1.0	26.22453033545692	0.8423782179087882	11	1.0	0.5583608292107667	1.0066531937581247	11	1.0	0.34911344688242896	0.8112020083539628	1.1592173866743964	0.653605685050654	6	1.0	0.6155301685719763	0.4988550220877562	11	1.0	43.29910523868564	0.571044515619939	0.4318406469369412	0.8316326122119945	12.166666666666666	0	3.033802084737077	0.6706436451319393	0.0	0.0	0.4587513935340023	0.4058828761129764	263
chr5	83077283	83077863	XRCC4	TMEM167A	+	-	366	divergent_overlapping	83077497	83077863	0.4224137931034483	64.5	23.0	11	1.0	23.55919376043877	0.4635389293147457	11	1.0	13.20847982819053	0.4688692540543823	11	1.0	0.2496185118958058	0.9590904664680212	11	1.0	0.25050809341404523	0.8697208475567914	1.8488440152180272	0.7635261123548284	6	1.0	1.9200118681760416	0.5169970562387901	11	1.0	14.12578590244212	0.3309086437944196	0.26231733081879843	0.744116943342143	20.56206896551724	0	3.230188719187627	0.6399890706213834	0.0	0.0	0.49944258639910816	0.4058284041682858	264
chr12	49188313	49189098	TUBA1C	TUBA1A	+	-	345	divergent_overlapping	49188735	49189080	1.0	63.2	67.0	11	1.0	37.50129175238539	0.49050219036675874	10	0.9090909090909092	14.919370926548021	0.9329916640462664	11	1.0	0.6231960907088235	0.7679791781156291	11	1.0	0.35066828216160345	0.6607321459534529	1.3153940117321363	1.0706547904251524	6	1.0	0.72513985762378	0.20227484432451154	11	1.0	22.627968442602562	0.6228771885506815	0.4959920520447855	0.6343064592523743	10.381528662420383	1	3.152495007611283	0.6521165133935563	0.0	0.0	0.48279980888676544	0.4056865480234521	265
chr16	28845883	28846818	TUFM	SH2B1	-	+	251	divergent_classic	28846348	28846599	1.0	67.3	84.0	11	1.0	41.309643085759284	0.5382684631029595	11	1.0	9.043501418844755	0.6452304859923547	11	1.0	0.44665425950833054	1.0198371211245834	11	1.0	0.3536401484622659	0.7798048356793756	1.712294047932372	0.5143642760911953	6	1.0	1.6572151364950976	0.30313433151058444	11	1.0	23.567509386666973	0.5396153265954805	0.40952991362437297	0.7001601182242667	13.88627450980392	1	3.371846362398688	0.6178773073084038	0.0	0.0	0.527711419015767	0.40546434862809166	266
chr14	74492977	74494204	ISCA2	NPC2	+	-	422	divergent_overlapping	74493755	74494177	1.0	65.0	97.0	11	1.0	30.425602726310355	0.5527460219107604	10	0.9090909090909092	9.496898257117175	0.7278677243223199	11	1.0	0.43076483121834586	0.9655686360518441	11	1.0	0.3429001401671465	0.7778566697873267	1.3211600754366817	0.3455088981091692	6	1.0	1.748005183509791	0.4190763643911145	11	1.0	17.361222878060886	0.5757257233190657	0.3016463236666277	0.7913826564985481	7.833333333333333	1	3.0524920201023864	0.6677262774716792	0.0	0.0	0.4584328714763498	0.40462037243157667	267
chr4	56976468	56977727	NOA1	POLR2B	-	+	115	divergent_classic	56977606	56977721	1.0	62.8	109.0	11	1.0	41.942596877091106	0.5881468129957955	10	0.9090909090909092	7.342624877456934	0.774444025770156	11	1.0	0.5356895138730156	0.7816727274164638	11	1.0	0.3786725262537724	0.4834726301725977	1.726484289564785	0.5653589420917257	6	1.0	0.6758240208798542	0.22385653083339316	11	1.0	18.409320960289993	0.6918834941223139	0.5483199534123683	0.4800401814151806	22.178978024887474	1	3.7123409206929874	0.5647284978852267	0.06602604811451007	0.09440240189145943	0.5013537187450231	0.40461823534503544	268
chr11	65615353	65616386	MAP3K11	PCNX3	-	+	393	divergent_classic	65615382	65615775	1.0	68.5	97.0	11	1.0	19.16901583640384	0.5559999519181659	10	0.9090909090909092	7.557631521750863	0.6906008414929512	11	1.0	0.3292743666785175	0.8399964627336777	11	1.0	0.1306354551732941	0.45176023479707494	1.6499827114313763	0.4975119969004732	6	1.0	2.8743176280689484	0.366600396628031	11	1.0	10.588047968201277	0.5245784306854201	0.2401070551837333	0.7800527251459352	9.809777347531462	0	3.2317295913823796	0.6397485512925735	0.0	0.0	0.4949832775919733	0.4043944037946214	269
chr10	113854383	113855297	DCLRE1A	NHLRC2	-	+	277	divergent_classic	113854383	113854660	0.7472647702407003	66.2	66.0	11	1.0	45.02890165646148	0.5909214532321464	11	1.0	26.43246077343578	0.46048453707344006	11	1.0	0.4714799063786737	0.9378160959738632	11	1.0	0.4166665933640571	0.6236187460574012	1.4375388353201324	0.6160074119005483	6	1.0	0.6970531703549825	0.27087913435291994	11	1.0	37.08488142770209	0.4780331114217488	0.333259521383942	0.8201256333196639	11.87563822027717	1	3.48005540251525	0.6009866360453137	0.0	0.0	0.5464245899028508	0.4043220313889807	270
chr19	41397209	41397807	EXOSC5	BCKDHA	-	+	445	divergent_classic	41397362	41397807	0.4130434782608695	66.8	27.0	11	1.0	12.662769760178305	0.3828084469985138	11	1.0	21.911296300834312	0.7221227210913995	11	1.0	0.39345220669151093	1.0478703606914896	11	1.0	0.10443113531025779	0.9490019745232222	0.9530771372876636	0.6678357514046805	6	1.0	3.230356758075867	0.5423720289002922	11	1.0	16.614075729284416	0.44718065515755034	0.1308016983435967	0.6022176801447348	15.505016722408024	0	3.2590189926815527	0.635488867389876	0.0	0.0	0.499362955884695	0.4040044337213589	271
chr19	19033115	19034023	ARMC6	SUGP2	+	-	449	divergent_overlapping	19033574	19034023	0.9944933920704846	68.7	116.0	11	1.0	29.871266452195766	0.5237983575770682	11	1.0	16.57337465075455	0.6489388344756726	10	0.9090909090909092	0.5696453038588148	1.2153883374093346	11	1.0	0.26094676723035914	0.8372229689306547	0.5398923770141765	1.0646884104086145	6	1.0	1.1861267853172293	0.6003314071495186	11	1.0	25.56873201999302	0.6601241067518644	0.22845629528303057	0.9653571795710094	5.359030837004405	1	3.130870061782643	0.6554920155760009	0.022381066430051444	0.031999892288341374	0.440516005733397	0.40395157563692186	272
chr4	82900535	82901166	THAP9	SEC31A	+	-	483	divergent_overlapping	82900683	82901166	0.5974643423137876	62.9	34.0	11	1.0	20.57979450399981	0.5119275208375553	11	1.0	20.616292324379778	0.8396626225970973	11	1.0	0.29998837915118437	0.9472044464460846	11	1.0	0.14228827629377316	1.1199573053791707	1.0996359297416376	0.5498173474850189	6	1.0	2.2161224528153167	0.5333893202943264	11	1.0	17.220855865967753	0.5104668583696088	0.17238448596680359	0.9449402371880071	8.833333333333334	2	3.07993301932321	0.66344293019801	0.0	0.0	0.46106067845198273	0.40369537561479885	273
chr10	12195833	12196378	NUDT5	CDC123	-	+	73	divergent_classic	12195891	12195964	1.0	58.2	46.0	11	1.0	29.767902000338154	0.45916086555003205	11	1.0	20.312048896759592	0.5908570345522792	11	1.0	0.3218195572941211	0.8715594732571853	11	1.0	0.31374558674833886	0.5288421617899922	0.9034410470916304	0.4310726466761144	6	1.0	1.3487088796941311	0.294914400822716	11	1.0	22.38029758360236	0.38317465746333623	0.24619342826549168	0.7481435394396623	22.166666666666668	1	3.7111719159323773	0.5649109713190099	0.0	0.0	0.5903010033444817	0.4030546895309485	274
chr7	99504531	99505345	ZKSCAN5	ZNF394	+	-	196	divergent_overlapping	99504661	99504857	1.0	63.5	62.0	11	1.0	28.161737193331646	0.48189879204051633	11	1.0	12.170258652298772	0.5414577680685115	11	1.0	0.3505293704490291	0.9002382789996162	11	1.0	0.23743279305089524	0.8050817498413312	1.1545771301425145	0.4958426126897164	6	1.0	2.036856860563322	0.22962575694129378	11	1.0	14.051985330668034	0.4009985480037916	0.20626055064344195	0.7259027408418463	13.333333333333334	0	3.472265840064308	0.6022025320416227	0.0	0.0	0.5402134097786272	0.4029450357502372	275
chr7	56051352	56052270	PSPH	CCT6A	-	+	80	divergent_classic	56051604	56051684	1.0	70.2	105.0	11	1.0	30.673463152483283	0.5606260511126717	11	1.0	15.932853533190336	0.5850930821415223	11	1.0	0.2772034427716629	0.7680446805303498	11	1.0	0.25936206080498664	0.4798154942306397	1.1798394084719717	0.4388660657575565	6	1.0	1.2435679974927125	0.28480905559634295	11	1.0	28.630000927181026	0.5536515843574332	0.3865862673587151	0.9551569930599336	11.27995642701525	1	3.8641744725058396	0.541028346699931	0.0	0.0	0.6215161649944259	0.40286618817830017	276
chr1	32650903	32651762	ZBTB8OS	RBBP4	-	+	238	divergent_classic	32650903	32651141	0.9545983701979044	69.5	96.0	11	1.0	25.70693957010806	0.4649671993330258	11	1.0	20.535980352317313	0.4984793773738635	11	1.0	0.35784943735301045	1.2449154513481533	11	1.0	0.27753485374628595	0.9414123979645166	1.5117345985143886	0.6762806209054845	6	1.0	1.4028162731883613	0.2389180571653664	11	1.0	29.075655419303096	0.41446259640351807	0.33976553682092386	0.9055394316508906	8.282305005820723	0	3.547071907497008	0.5905258302417618	0.0	0.0	0.5554228380315337	0.4028371835061648	277
chr9	83979411	83981227	HNRNPK	RMI1	-	+	166	divergent_classic	83980631	83980797	1.0	66.2	177.0	11	1.0	34.985740589968714	0.5178330608536982	11	1.0	31.323539059002066	0.5709972170925973	11	1.0	0.4036162465224638	0.8108061445612305	11	1.0	0.36424387992957485	0.4955813620449115	0.8846840597865976	0.4982209783474439	6	1.0	1.2025439005593659	0.22537304903825947	11	1.0	44.523110959836494	0.49678888228669565	0.5456014351279316	0.7167261727331008	32.20044052863436	1	4.3466936853813225	0.46571048606623944	0.0	0.0	0.7214524605828954	0.4027199326013644	278
chr9	99221437	99222679	ALG2	SEC61B	-	+	121	divergent_classic	99221942	99222063	1.0	65.2	112.0	11	1.0	37.270241307025806	0.5546816816914579	11	1.0	29.32735686908155	0.5686371908533261	11	1.0	0.43680093331062825	0.8687250195542223	11	1.0	0.38697862260658406	0.6016641866145679	1.162396316488809	0.7156787359178604	6	1.0	1.3854698349803558	0.21809963911155822	11	1.0	39.83824121551024	0.49499107507493184	0.36176193084447883	0.5181476060870361	20.983360171765966	0	3.8837177374329634	0.5379777802875875	0.0	0.0	0.6249402771141901	0.402673195249292	279
chr3	196941824	196943183	NCBP2	NCBP2AS2	-	+	79	divergent_classic	196942594	196942673	1.0	65.9	130.0	11	1.0	43.7255867537661	0.509285687081687	11	1.0	16.767536510675406	0.6836351139728669	11	1.0	0.4266179852857757	0.8746723043550291	11	1.0	0.3679048341074058	0.5988335738911049	0.8873937949508223	0.4868625173548641	6	1.0	1.0261185105378527	0.20950357620879476	11	1.0	27.38596413130047	0.5144399026784373	0.35575910618751894	0.5671925861008754	22.0	1	3.9312685001590095	0.5305554401517756	0.0	0.0	0.6339385252428731	0.4024037336335722	280
chr16	4846605	4848242	UBN1	GLYR1	+	-	624	divergent_overlapping	4846664	4847288	1.0	71.8	214.0	11	1.0	39.01625626812433	0.6520298542177378	11	1.0	11.939223114624042	0.5500328557578963	11	1.0	0.4109291035667177	1.0063033905598213	11	1.0	0.37449709372439755	0.6703880184436112	1.2225206621740796	0.4024330377628826	6	1.0	0.8995634928307076	0.4564572636888843	11	1.0	23.13666624827483	0.5572587305448311	0.3307269636311951	0.7496031086757341	9.74231317450621	0	3.6243783853585687	0.5784588319331139	0.0321146349015744	0.04591670646890741	0.5241280458671763	0.40239695847407064	281
chr5	140691219	140691743	HARS2	HARS1	+	-	108	divergent_overlapping	140691429	140691537	1.0	65.5	45.0	11	1.0	34.49283779055438	0.641399533956653	11	1.0	8.244246099721412	0.4621262687028124	11	1.0	0.440843359357952	0.8464088282377663	11	1.0	0.17136507728472908	0.5761770863329093	0.9640446474311802	0.5599749231501103	6	1.0	1.6368439740796703	0.36648833849131907	11	1.0	15.847166854748837	0.325657029225888	0.24529476096823882	0.6440787272829802	19.077608142493638	1	3.644122435122956	0.575376924417687	0.0	0.0	0.5741360089186176	0.4023915724426601	282
chr15	64093676	64094123	CIAO2A	SNX1	-	+	265	divergent_classic	64093857	64094122	1.0	58.6	31.0	11	1.0	18.251275787286602	0.29700750034603585	11	1.0	9.649243504550851	0.5187096069685997	11	1.0	0.2981474461813925	0.7050023280012943	11	1.0	0.2019448503387561	0.6635735806402868	0.7015008960573477	0.9261172199884246	6	1.0	2.2952013472388715	0.46674100605272806	11	1.0	12.401442629894655	0.42460764228188513	0.17480198923670373	0.9177125141524297	17.666666666666668	2	3.4420969554153507	0.60691168307402	0.0	0.0	0.5303392259913998	0.40186644102702795	283
chr3	16264629	16265479	DPH3	OXNAD1	-	+	190	divergent_classic	16264969	16265159	1.0	61.1	69.0	11	1.0	29.951619933827825	0.572393023498015	11	1.0	15.567382570577884	0.732192632040956	11	1.0	0.4413796720651382	1.0078259700260304	11	1.0	0.27828817318429905	0.4108156611760694	0.8471102645779353	0.498059804458927	6	1.0	1.7712374320226558	0.2912910816164091	11	1.0	18.442514375619258	0.40433701436604025	0.2424929946891244	0.7036514772493134	15.666666666666666	0	3.448554215074867	0.6059037501873423	0.0	0.0	0.5288262462175506	0.4010093739402021	284
chr2	74482037	74483408	TTC31	CCDC142	+	-	336	divergent_overlapping	74483072	74483408	0.6900072939460248	68.8	96.0	11	1.0	39.71071001027395	0.7122889770207643	11	1.0	10.859470339535696	0.6942522422145773	11	1.0	0.5841041543732232	0.852529582966557	11	1.0	0.39033685525169215	1.005619506149894	1.7525455739556015	0.7626317674216505	6	1.0	0.9190333461989106	0.19823088767240524	11	1.0	17.70500481909507	0.5884538141209551	0.4708604801499048	0.7910241235152146	20.054339897884756	1	3.1769804442330045	0.6482945086861378	0.0	0.0	0.4722885809842332	0.4010043777697251	285
chr17	8247617	8248202	PFAS	CTC1	+	-	441	divergent_overlapping	8247617	8248058	0.6735042735042736	63.7	32.0	11	1.0	33.339045956853575	0.4489942314974361	11	1.0	26.07701226207204	0.6965174709106711	11	1.0	0.3870256755544064	1.3314894524101257	11	1.0	0.35650681848385374	0.63895640433644	0.3831531878354246	1.1185849193785775	6	1.0	1.1596033838916955	0.323874434109557	11	1.0	25.9260168450662	0.6277695085777211	0.37704806191312684	0.9457122157496834	8.666666666666666	0	3.1605259632869775	0.6508629376100498	0.0	0.0	0.46822742474916385	0.40081340246876906	286
chr5	10249648	10250888	ATPSCKMT	CCT5	-	+	31	divergent_classic	10249897	10249928	1.0	60.2	103.0	11	1.0	30.19775483424596	0.3706599073265023	11	1.0	26.66638202278053	0.547926783855088	11	1.0	0.41224633568190777	0.8000282896763552	11	1.0	0.31466902224587345	0.5964571545642333	0.8650536497501943	0.3110727624483751	6	1.0	1.4211392011348802	0.28350598713366487	11	1.0	30.686756693354038	0.4103982369805275	0.34116315547419435	0.8354080152168336	15.833333333333334	0	3.968425266946714	0.5247555297899946	0.0	0.0	0.635770027074375	0.40063322003831037	287
chr9	133347575	133348905	MED22	RPL7A	-	+	86	divergent_classic	133348131	133348217	1.0	66.4	115.0	11	1.0	38.99218533012388	0.5609345336053695	11	1.0	15.897247405755616	0.43014353041622616	10	0.9090909090909092	0.6220889509519655	0.9624972060897429	11	1.0	0.4133124699198325	0.6683396426151126	0.5717160212494642	0.5764170136587589	6	1.0	0.7701723049934031	0.24998091047749707	11	1.0	33.81840625582223	0.47339229217080786	0.733812862002623	0.729290696001092	27.39824561403509	0	3.8543521782702497	0.5425615378529436	0.0	0.0	0.6116419812071986	0.400517209503337	288
chr13	39037551	39038793	PROSER1	NHLRC3	-	+	216	divergent_classic	39038089	39038305	0.7576489533011272	66.1	41.5	11	1.0	35.04491768561309	0.4233459724288265	11	1.0	14.306701079589033	0.5852355835641043	11	1.0	0.4899720778483138	0.8468533921413852	11	1.0	0.4074577640451389	0.725568346988567	0.6421892189218922	0.5993193863687328	6	1.0	0.7554427475135927	0.3190263415103207	11	1.0	21.522547243780654	0.4243141825801024	0.38751682019241224	0.6585962050455726	6.824476650563607	1	3.5170598623351794	0.5952104997316252	0.0	0.0	0.5398948877209747	0.40005266620894253	289
chr1	19251390	19252214	EMC1	MRTO4	-	+	252	divergent_classic	19251552	19251804	1.0	67.2	82.0	11	1.0	42.013278308013135	0.5866900134958675	11	1.0	20.060637385590308	0.5961149882817203	11	1.0	0.5344168938881334	0.9992184702350628	11	1.0	0.37737972777524237	0.7220741716473511	0.8102868854974817	0.8855146818127746	6	1.0	0.9228368120601719	0.5777323902829414	11	1.0	34.528829370050595	0.5082413203243008	0.34636463655155675	0.7993583170708527	22.522046925566343	0	3.407584190323466	0.6122988833386128	0.0	0.0	0.5158464723682116	0.3996734950459086	290
chr19	43595981	43596688	IRGQ	ZNF576	-	+	257	divergent_classic	43596134	43596391	1.0	64.4	59.0	11	1.0	14.89227606268153	0.3857474999915042	11	1.0	16.468950550532863	0.44348313815992274	11	1.0	0.400582651321745	1.06557696992117	11	1.0	0.20090934156023552	0.9088656226233356	0.8225258556503952	0.3394794206328507	6	1.0	2.9613332500989045	0.3775346314684109	11	1.0	22.840729806389263	0.6385341210147369	0.07560323471057334	1.3570705668456555	11.544554455445544	3	3.48064142501409	0.6008951620485938	0.0	0.0	0.5306577480490525	0.39955538923415335	291
chr22	37848867	37849674	EIF3L	ANKRD54	+	-	460	divergent_overlapping	37848867	37849327	0.4213135068153655	67.9	35.0	11	1.0	29.922370685710984	0.4280585620116313	11	1.0	20.99407164540743	0.5947892832083262	11	1.0	0.5316762307513381	0.8282814348622888	11	1.0	0.4602780251405798	0.673434759244873	1.58559091203238	1.2443179487647589	6	1.0	0.7432206396805942	0.30900584889444976	11	1.0	24.88047497831956	0.55252355713569	0.37539494174168925	0.7409031296713144	7.391573729863691	0	3.110112944084693	0.6587320558815768	0.0	0.0	0.4523013218665393	0.3991832189125925	292
chr19	54115272	54115787	PRPF31	TFPT	+	-	248	divergent_overlapping	54115409	54115657	1.0	58.6	45.0	11	1.0	26.416863595923804	0.5068602075760414	11	1.0	12.786877814415675	0.4658674189409845	11	1.0	0.3949615230267277	0.867560986491845	11	1.0	0.25841095731449076	0.9309221915620101	1.2232600069949469	0.4693660281316097	6	1.0	2.543387992741887	0.32352865591594704	11	1.0	16.20384464997149	0.378072727258726	0.2298645719543875	0.6698476356740193	15.353074433656957	0	3.3635870721248917	0.6191665245191919	0.0	0.0	0.504459308807135	0.3990044024498172	293
chr2	73232957	73234739	PRADC1	CCT7	-	+	180	divergent_classic	73233239	73233419	1.0	56.1	142.0	11	1.0	30.784213651954314	0.539723364763517	11	1.0	10.273881835154459	0.5202409245875738	11	1.0	0.3906956207169412	0.6540702868138617	11	1.0	0.3389960216226935	0.7033799757445113	1.2008297279054494	0.4712276741285347	6	1.0	1.4666003883868965	0.30891379058444746	11	1.0	16.119844482877056	0.42019501259561076	0.2751261493652363	0.8486670082895432	21.455106621773286	1	3.7532819207043224	0.5583378952920541	0.010074950336901423	0.01440491348340514	0.5699155916547222	0.3986313096582599	294
chr14	77457527	77458253	AHSA1	VIPAS39	+	-	83	divergent_overlapping	77457869	77457952	1.0	59.8	51.0	11	1.0	27.884032498447585	0.4532246010025824	11	1.0	16.072276428494135	0.4616514487865571	11	1.0	0.2800010475156292	0.5715885829993209	11	1.0	0.19655068194012593	0.6385952509984223	1.44998171518548	0.7705920795732691	6	1.0	2.115746866711811	0.4644281462504705	11	1.0	18.826267514022543	0.3288437964687304	0.21952898732630707	0.5466579533412169	14.166666666666666	1	3.7061358429451237	0.5656970669464455	0.0	0.0	0.5738971173753783	0.3984479619911917	295
chr14	102139260	102140640	WDR20	HSP90AA1	+	-	197	divergent_overlapping	102139502	102139699	1.0	67.7	112.0	11	1.0	42.57535874163898	0.5350910382224429	11	1.0	9.873892968970308	0.6784167322272231	11	1.0	0.7684451564715715	0.8038794225681802	11	1.0	0.45914219856039806	0.6630021664251208	1.0134316828290808	0.4069145800808363	6	1.0	1.2189817197316561	0.5778437873825053	11	1.0	23.16963067409433	0.6171644338738892	0.37151623874086204	0.6656439203206348	27.804468599033815	1	3.559502188307852	0.5885855506989648	0.0	0.0	0.5428412167542602	0.398286585305864	296
chr1	156728319	156729124	METTL25B	ISG20L2	+	-	325	divergent_overlapping	156728441	156728766	1.0	60.9	76.0	11	1.0	25.38476577687483	0.48388219351338146	11	1.0	14.34221769669078	1.130329579808961	11	1.0	0.3760663888101835	0.7516282130253018	11	1.0	0.24422872899652326	0.8634340804487808	1.0941227220694534	0.4167903586839993	6	1.0	1.2585989281785213	0.3532407417884005	11	1.0	16.473434593943583	0.5240393340593932	0.15819931906908455	0.7647109016569642	9.666666666666666	1	3.2260612347123803	0.640633341962667	0.0	0.0	0.47324414715719065	0.39822658093222396	297
chr11	73876628	73877057	PAAF1	COA4	+	-	203	divergent_overlapping	73876698	73876901	1.0	64.6	45.0	11	1.0	32.24824434915167	0.6633372766444813	11	1.0	14.59250543994773	0.703711972161384	11	1.0	0.3277026473233308	1.3267383672638235	11	1.0	0.16099179514574466	0.9281865385096685	1.605384877965523	0.833101707059277	6	1.0	2.0964067706012908	0.31272588061021256	11	1.0	19.25447728921449	0.6890567062767151	0.29401414308078866	1.0375386166208578	16.666666666666668	0	3.440610344476581	0.6071437326018212	0.08067653570978706	0.11534930477858282	0.4022137283006848	0.39812640296450874	298
chr7	6008765	6009624	PMS2	AIMP2	-	+	124	divergent_classic	6009130	6009254	1.0	67.2	82.0	11	1.0	22.911320182742795	0.6190353252407027	11	1.0	15.350712969230115	0.5956622179641067	11	1.0	0.37437932588856293	0.8464893423730359	11	1.0	0.24672065995240172	0.7528725466142523	1.3445420402368315	0.5598156918562978	6	1.0	1.7079393138195655	0.29571095501849526	11	1.0	19.334214286575435	0.479419711568589	0.3036812974983531	0.7878139238545662	25.058207217694996	1	3.649163018593502	0.5745901247354843	0.0	0.0	0.5604395604395604	0.39796791802606185	299
chr6	43575387	43576339	XPO5	POLH	-	+	146	divergent_classic	43576038	43576184	1.0	60.3	82.0	11	1.0	40.63449886586533	0.6200601560672842	11	1.0	10.218977458900467	0.8075275933037471	11	1.0	0.3024504173708297	0.8566320949963823	11	1.0	0.39482548941974716	0.6950824496697176	1.650335418274292	0.7246490404436041	6	1.0	1.0878571885038735	0.5907911434460285	11	1.0	16.860821841231374	0.4929710279640244	0.37833805132914905	0.8080288091917527	14.352941176470589	2	3.574330167011062	0.5862710073530277	0.07896529804934893	0.1129026197207052	0.4315177576047141	0.3978345161388369	300
chr9	137188013	137189401	ANAPC2	SSNA1	-	+	99	divergent_classic	137188560	137188659	1.0	70.1	145.0	11	1.0	39.47939802060617	0.6250689440515382	11	1.0	11.25438345335043	0.8043924152579677	11	1.0	0.5907588413055671	0.8689822887498239	11	1.0	0.3265958879473312	0.661111374626209	1.4975829950281856	0.7319558402514144	6	1.0	0.8813336093017785	0.4233169992078262	11	1.0	21.430423516499484	0.7480035808950687	0.41267515017220496	0.8246810865109488	22.1083093179635	3	3.982728262924018	0.5225229325608749	0.10201969397777033	0.1458652217838351	0.4808886765408505	0.3970353425217556	301
chr1	31296399	31297131	SNRNP40	ZCCHC17	-	+	193	divergent_classic	31296788	31296981	1.0	59.6	55.0	11	1.0	29.853252943199895	0.568814298751351	11	1.0	12.950971926596749	0.5554547089204234	11	1.0	0.33430018136874623	1.011423417089132	11	1.0	0.3545233468859589	0.5718529859702597	1.1295867578476273	0.6188043247670458	6	1.0	1.8845696927323312	0.4056622264644368	11	1.0	24.706083808603353	0.4788360562477777	0.39589648542840833	0.7854560895984973	14.689435336976322	1	3.4522751213958234	0.6053229428407443	0.0	0.0	0.5162446249402772	0.3970025646183809	302
